,Seller ID,Seller Name,"City, State",Brands Offered,Product Categories,Average Rating,Number of Reviews,Total Sales,Average Order Value (₹),Response Time (hrs)
574,S688,Seller S688,"Srinagar, J&K","['Usha', 'Havells', 'Zebronics']","['Electronics', 'Appliances', 'Kitchenware', 'Clothing', 'Bakeware']",4.9,16.8,21.6,1063,6
575,S887,Seller S887,"Chennai, Tamil Nadu",['Zebronics'],"['Accessories', 'Handicrafts', 'Ethnic Wear', 'Appliances']",4.3,5.8,40.4,2261,13
576,S739,Seller S739,"Bengaluru, Karnataka","['Manyavar', 'Usha', 'Prestige']","['Electronics', 'Handicrafts', 'Ethnic Wear']",4.9,10.1,1.0,1519,5
577,S415,Seller S415,"Mumbai, Maharashtra","['Usha', 'Pigeon']","['Kitchenware', 'Handicrafts', 'Appliances', 'Mobiles']",4.1,16.6,33.7,3450,21
578,S722,Seller S722,"Bengaluru, Karnataka","['Lava Mobiles', 'boAt', 'Bajaj', 'Kanchipuram Saris']","['Home Decor', 'Clothing', 'Handicrafts']",4.8,9.3,17.2,3166,21
579,S641,Seller S641,"Srinagar, J&K","['boAt', 'Prestige', 'Bajaj']","['Handicrafts', 'Electronics', 'Home Decor', 'Clothing', 'Accessories']",4.9,10.4,36.2,4987,2
580,S240,Seller S240,"Mumbai, Maharashtra","['Prestige', 'Flipkart (in-house)', 'Bajaj', 'Zebronics']",['Home Decor'],4.6,9.3,39.3,4111,4
581,S556,Seller S556,"Mumbai, Maharashtra","['Manyavar', 'Prestige', 'Usha', 'Bajaj', 'Lava Mobiles', 'Kanchipuram Saris']","['Electronics', 'Bakeware']",4.5,23.7,5.6,1350,3
582,S973,Seller S973,"Chennai, Tamil Nadu","['Prestige', 'boAt', 'Bajaj', 'Usha']","['Appliances', 'Clothing', 'Home Decor', 'Electronics', 'Accessories']",4.6,13.9,3.7,2371,1
583,S713,Seller S713,"Srinagar, J&K","['boAt', 'Prestige', 'Havells', 'Zebronics', 'Bajaj']","['Bakeware', 'Home Decor', 'Appliances', 'Accessories']",4.3,23.4,38.7,2978,8
584,S703,Seller S703,"Srinagar, J&K","['Bajaj', 'Manyavar', 'Mysore Silk Sarees', 'Usha']","['Kitchenware', 'Appliances', 'Handicrafts', 'Clothing']",4.1,6.3,43.0,2109,9
585,S499,Seller S499,"Chennai, Tamil Nadu",['Bajaj'],['Kitchenware'],4.8,23.9,16.6,1330,18
586,S602,Seller S602,"Bengaluru, Karnataka","['boAt', 'Zebronics', 'Kanchipuram Saris', 'Havells', 'Lava Mobiles']","['Accessories', 'Kitchenware']",4.8,12.1,32.4,3204,20
587,S470,Seller S470,"Delhi, NCR","['Bajaj', 'Prestige', 'Zebronics']","['Clothing', 'Bakeware', 'Appliances', 'Kitchenware']",4.5,18.6,48.1,4938,15
588,S314,Seller S314,"Srinagar, J&K","['boAt', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Havells']","['Appliances', 'Mobiles']",4.4,16.2,4.5,1188,9
589,S106,Seller S106,"Delhi, NCR","['Bajaj', 'Lava Mobiles', 'Zebronics', 'Kanchipuram Saris']",['Mobiles'],4.7,15.1,30.5,3815,5
590,S268,Seller S268,"Chennai, Tamil Nadu","['Pigeon', 'Prestige', 'Bajaj', 'Flipkart (in-house)', 'Lava Mobiles', 'Kanchipuram Saris']","['Clothing', 'Ethnic Wear', 'Accessories', 'Bakeware', 'Home Decor']",4.6,16.8,46.7,3074,5
591,S142,Seller S142,"Mumbai, Maharashtra",['Bajaj'],"['Handicrafts', 'Accessories', 'Ethnic Wear', 'Electronics', 'Kitchenware']",4.7,19.4,25.4,2554,10
592,S859,Seller S859,"Delhi, NCR","['Pigeon', 'Usha', 'Zebronics', 'Kanchipuram Saris']","['Handicrafts', 'Kitchenware']",5.0,12.6,2.9,2333,3
593,S119,Seller S119,"Delhi, NCR","['Kanchipuram Saris', 'Usha', 'boAt', 'Lava Mobiles', 'Bajaj', 'Manyavar']","['Ethnic Wear', 'Clothing', 'Bakeware']",4.9,7.5,38.3,4914,14
594,S642,Seller S642,"Delhi, NCR","['Usha', 'Manyavar', 'Lava Mobiles', 'Bajaj']","['Kitchenware', 'Clothing', 'Home Decor']",4.2,19.1,23.9,4063,12
595,S598,Seller S598,"Bengaluru, Karnataka","['Prestige', 'Bajaj', 'Kanchipuram Saris', 'Usha', 'Mysore Silk Sarees', 'Lava Mobiles']","['Bakeware', 'Appliances', 'Electronics', 'Home Decor', 'Accessories']",4.7,18.4,4.7,4183,6
596,S397,Seller S397,"Delhi, NCR","['Lava Mobiles', 'Usha', 'Kanchipuram Saris', 'Flipkart (in-house)']","['Electronics', 'Clothing']",4.2,14.9,32.9,4409,2
597,S863,Seller S863,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Manyavar']","['Mobiles', 'Home Decor', 'Bakeware']",4.4,13.3,33.6,3619,21
598,S147,Seller S147,"Chennai, Tamil Nadu","['Zebronics', 'Manyavar', 'Bajaj', 'Havells']","['Electronics', 'Mobiles', 'Clothing']",4.0,16.8,15.6,4995,17
599,S619,Seller S619,"Bengaluru, Karnataka","['Usha', 'Flipkart (in-house)', 'Kanchipuram Saris']","['Bakeware', 'Clothing']",4.7,11.5,28.9,4668,4
600,S931,Seller S931,"Srinagar, J&K","['Havells', 'Bajaj', 'Prestige', 'Mysore Silk Sarees', 'Lava Mobiles', 'Manyavar']","['Ethnic Wear', 'Accessories', 'Electronics']",4.2,4.8,31.0,1042,11
601,S551,Seller S551,"Mumbai, Maharashtra","['Lava Mobiles', 'Bajaj']","['Electronics', 'Appliances', 'Accessories']",4.1,3.3,5.7,4728,14
602,S902,Seller S902,"Srinagar, J&K","['Lava Mobiles', 'Prestige', 'Manyavar']",['Ethnic Wear'],4.6,24.2,21.1,1602,17
603,S957,Seller S957,"Delhi, NCR","['Pigeon', 'Flipkart (in-house)', 'Havells', 'Mysore Silk Sarees', 'boAt']",['Ethnic Wear'],4.5,18.3,14.1,2550,9
604,S845,Seller S845,"Srinagar, J&K","['Prestige', 'Pigeon', 'Kanchipuram Saris', 'Mysore Silk Sarees']",['Accessories'],4.2,7.8,42.9,3536,18
605,S334,Seller S334,"Delhi, NCR","['boAt', 'Flipkart (in-house)']",['Handicrafts'],4.9,12.0,7.5,3276,17
606,S909,Seller S909,"Srinagar, J&K",['Lava Mobiles'],"['Bakeware', 'Mobiles']",4.6,15.6,16.4,3858,3
607,S195,Seller S195,"Mumbai, Maharashtra","['Bajaj', 'Prestige', 'Pigeon', 'Zebronics', 'Manyavar']","['Appliances', 'Accessories', 'Handicrafts', 'Clothing']",4.2,9.1,5.9,2321,21
608,S600,Seller S600,"Mumbai, Maharashtra","['Bajaj', 'Zebronics']",['Home Decor'],4.2,4.0,15.3,4450,5
609,S693,Seller S693,"Delhi, NCR","['Zebronics', 'boAt']",['Handicrafts'],4.6,5.6,40.1,2491,2
610,S892,Seller S892,"Mumbai, Maharashtra",['Usha'],"['Clothing', 'Handicrafts', 'Appliances', 'Accessories', 'Home Decor']",4.9,18.1,9.4,4663,15
611,S106,Seller S106,"Mumbai, Maharashtra","['Lava Mobiles', 'Kanchipuram Saris', 'Flipkart (in-house)', 'Pigeon']","['Kitchenware', 'Ethnic Wear', 'Electronics', 'Handicrafts', 'Bakeware']",4.8,14.4,5.0,3597,11
612,S985,Seller S985,"Chennai, Tamil Nadu","['Bajaj', 'Lava Mobiles']",['Ethnic Wear'],4.2,9.0,43.0,1105,24
613,S700,Seller S700,"Srinagar, J&K","['Usha', 'Zebronics']","['Accessories', 'Kitchenware']",4.3,5.0,24.4,1926,18
614,S495,Seller S495,"Srinagar, J&K","['Lava Mobiles', 'Usha']","['Appliances', 'Home Decor', 'Electronics', 'Handicrafts', 'Mobiles']",4.4,17.2,41.0,2785,22
615,S132,Seller S132,"Mumbai, Maharashtra","['Kanchipuram Saris', 'Bajaj', 'Prestige', 'Pigeon']","['Handicrafts', 'Bakeware', 'Ethnic Wear', 'Electronics']",4.0,10.7,20.1,4459,4
616,S790,Seller S790,"Bengaluru, Karnataka","['Manyavar', 'Zebronics', 'Lava Mobiles', 'boAt', 'Flipkart (in-house)']","['Ethnic Wear', 'Appliances', 'Accessories', 'Mobiles', 'Kitchenware']",4.1,6.2,15.4,3321,3
617,S350,Seller S350,"Delhi, NCR","['Havells', 'Mysore Silk Sarees', 'Pigeon', 'Zebronics', 'Bajaj', 'Kanchipuram Saris']","['Ethnic Wear', 'Handicrafts', 'Electronics', 'Accessories']",4.1,11.4,13.4,1457,8
618,S972,Seller S972,"Mumbai, Maharashtra",['Kanchipuram Saris'],['Clothing'],4.2,11.7,3.1,3680,8
619,S883,Seller S883,"Srinagar, J&K","['boAt', 'Pigeon']","['Home Decor', 'Kitchenware', 'Ethnic Wear', 'Clothing', 'Electronics']",4.7,8.4,38.4,4557,6
620,S388,Seller S388,"Bengaluru, Karnataka","['Usha', 'Havells', 'Kanchipuram Saris', 'Manyavar']","['Accessories', 'Mobiles', 'Handicrafts']",4.3,7.8,47.9,1607,16
621,S535,Seller S535,"Mumbai, Maharashtra","['Pigeon', 'Flipkart (in-house)', 'Zebronics', 'Kanchipuram Saris']","['Mobiles', 'Electronics']",4.6,8.7,20.6,1263,3
622,S452,Seller S452,"Delhi, NCR","['Pigeon', 'Mysore Silk Sarees', 'Havells', 'boAt']","['Clothing', 'Appliances', 'Bakeware', 'Accessories', 'Mobiles']",4.2,20.7,41.6,4204,2
623,S104,Seller S104,"Chennai, Tamil Nadu",['Usha'],"['Appliances', 'Electronics', 'Bakeware', 'Clothing', 'Accessories']",4.6,20.0,17.0,1782,24
624,S754,Seller S754,"Chennai, Tamil Nadu","['Lava Mobiles', 'Mysore Silk Sarees', 'Bajaj']","['Ethnic Wear', 'Kitchenware', 'Mobiles', 'Clothing', 'Bakeware']",4.6,8.0,31.2,2684,1
625,S517,Seller S517,"Delhi, NCR","['Usha', 'Kanchipuram Saris', 'Zebronics', 'Manyavar']","['Handicrafts', 'Electronics', 'Kitchenware']",4.7,1.1,14.0,4374,8
626,S951,Seller S951,"Mumbai, Maharashtra",['Usha'],['Mobiles'],4.3,2.6,2.7,2049,18
627,S761,Seller S761,"Bengaluru, Karnataka",['Bajaj'],['Home Decor'],4.7,23.4,30.8,2148,4
628,S238,Seller S238,"Chennai, Tamil Nadu","['Bajaj', 'Kanchipuram Saris', 'Pigeon', 'boAt', 'Lava Mobiles', 'Manyavar']","['Bakeware', 'Mobiles']",4.6,18.5,13.6,2748,15
629,S812,Seller S812,"Delhi, NCR",['Mysore Silk Sarees'],"['Ethnic Wear', 'Clothing']",4.3,23.7,26.7,1848,13
630,S406,Seller S406,"Delhi, NCR","['Lava Mobiles', 'Mysore Silk Sarees', 'Havells']","['Handicrafts', 'Accessories', 'Electronics']",4.9,6.3,1.4,2469,24
631,S130,Seller S130,"Chennai, Tamil Nadu","['Havells', 'Pigeon', 'boAt']","['Ethnic Wear', 'Bakeware', 'Appliances']",4.8,20.5,41.9,2762,8
632,S402,Seller S402,"Delhi, NCR",['Manyavar'],['Electronics'],4.1,13.9,20.1,4203,6
633,S959,Seller S959,"Bengaluru, Karnataka","['Pigeon', 'Zebronics', 'Kanchipuram Saris']","['Appliances', 'Kitchenware', 'Accessories', 'Electronics', 'Handicrafts']",4.6,12.8,45.5,1156,23
634,S595,Seller S595,"Bengaluru, Karnataka","['Usha', 'Bajaj', 'Kanchipuram Saris', 'boAt']",['Home Decor'],4.5,13.2,8.6,4114,24
635,S935,Seller S935,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Pigeon', 'Havells', 'Prestige', 'Usha']","['Electronics', 'Clothing', 'Bakeware', 'Kitchenware']",4.8,13.9,42.9,2162,21
636,S192,Seller S192,"Bengaluru, Karnataka",['Havells'],"['Mobiles', 'Accessories', 'Ethnic Wear']",4.9,18.0,20.0,2864,18
637,S701,Seller S701,"Chennai, Tamil Nadu","['Lava Mobiles', 'Havells', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Usha']","['Bakeware', 'Appliances', 'Handicrafts']",4.7,10.8,14.1,3675,17
638,S994,Seller S994,"Chennai, Tamil Nadu","['Usha', 'Havells', 'Pigeon', 'Mysore Silk Sarees']","['Home Decor', 'Mobiles', 'Electronics', 'Handicrafts']",4.7,18.0,37.3,1741,11
639,S853,Seller S853,"Bengaluru, Karnataka","['boAt', 'Lava Mobiles']","['Handicrafts', 'Bakeware', 'Appliances', 'Electronics']",4.1,12.5,24.7,2813,10
640,S443,Seller S443,"Bengaluru, Karnataka","['Usha', 'Mysore Silk Sarees', 'Zebronics', 'Kanchipuram Saris', 'Prestige', 'Lava Mobiles']",['Bakeware'],4.4,2.2,29.6,1589,17
641,S625,Seller S625,"Mumbai, Maharashtra","['Prestige', 'boAt', 'Zebronics']","['Electronics', 'Appliances', 'Home Decor']",4.6,13.6,26.4,2696,13
642,S613,Seller S613,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Havells']","['Accessories', 'Kitchenware', 'Clothing', 'Appliances']",4.4,0.3,15.1,1739,22
643,S351,Seller S351,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Kanchipuram Saris', 'Pigeon']",['Mobiles'],4.5,3.4,18.9,4471,15
644,S782,Seller S782,"Delhi, NCR","['Mysore Silk Sarees', 'Lava Mobiles', 'Flipkart (in-house)', 'Havells', 'boAt', 'Usha']","['Ethnic Wear', 'Bakeware', 'Electronics', 'Home Decor']",4.1,11.8,28.7,4685,21
645,S658,Seller S658,"Delhi, NCR","['Flipkart (in-house)', 'Mysore Silk Sarees', 'Manyavar', 'Prestige', 'Zebronics']","['Accessories', 'Bakeware', 'Handicrafts', 'Ethnic Wear', 'Appliances']",4.6,3.4,42.5,4809,22
646,S136,Seller S136,"Chennai, Tamil Nadu","['Bajaj', 'Manyavar', 'Flipkart (in-house)', 'Havells', 'Lava Mobiles']","['Home Decor', 'Mobiles', 'Electronics']",4.7,7.6,15.4,3867,17
647,S460,Seller S460,"Bengaluru, Karnataka","['Pigeon', 'Flipkart (in-house)', 'Prestige', 'Lava Mobiles']","['Electronics', 'Ethnic Wear', 'Mobiles', 'Kitchenware']",5.0,24.2,38.7,3936,8
648,S999,Seller S999,"Delhi, NCR","['Pigeon', 'Lava Mobiles']","['Electronics', 'Appliances', 'Accessories', 'Ethnic Wear']",5.0,10.1,20.0,1947,15
649,S945,Seller S945,"Delhi, NCR","['Pigeon', 'Mysore Silk Sarees', 'Bajaj', 'Havells', 'Zebronics', 'Usha']","['Handicrafts', 'Electronics']",4.9,3.5,8.2,1813,4
650,S445,Seller S445,"Delhi, NCR",['Flipkart (in-house)'],"['Electronics', 'Kitchenware', 'Ethnic Wear', 'Bakeware']",4.9,22.8,37.1,4197,3
651,S628,Seller S628,"Srinagar, J&K","['Kanchipuram Saris', 'Usha']","['Bakeware', 'Kitchenware']",4.7,23.4,4.9,3581,10
652,S474,Seller S474,"Mumbai, Maharashtra","['Pigeon', 'Bajaj']",['Kitchenware'],4.7,16.4,48.2,3750,20
653,S722,Seller S722,"Delhi, NCR","['Havells', 'Bajaj', 'Pigeon', 'Prestige', 'Lava Mobiles', 'Mysore Silk Sarees']","['Accessories', 'Clothing', 'Handicrafts', 'Electronics']",4.8,1.4,45.0,4136,5
654,S910,Seller S910,"Bengaluru, Karnataka","['boAt', 'Pigeon', 'Manyavar']",['Appliances'],4.4,17.3,2.3,4270,1
655,S135,Seller S135,"Bengaluru, Karnataka","['Pigeon', 'Havells', 'Prestige', 'Mysore Silk Sarees']",['Ethnic Wear'],4.2,6.6,11.4,4444,1
656,S663,Seller S663,"Srinagar, J&K","['boAt', 'Flipkart (in-house)', 'Usha', 'Lava Mobiles', 'Prestige', 'Kanchipuram Saris']","['Bakeware', 'Ethnic Wear', 'Electronics', 'Accessories', 'Mobiles']",4.3,21.8,14.0,4463,16
657,S418,Seller S418,"Srinagar, J&K","['Mysore Silk Sarees', 'Manyavar']","['Appliances', 'Ethnic Wear', 'Handicrafts', 'Accessories']",4.4,19.0,8.1,1662,9
658,S988,Seller S988,"Bengaluru, Karnataka","['Prestige', 'Usha', 'Havells']","['Bakeware', 'Ethnic Wear']",4.5,2.8,23.9,2462,10
659,S129,Seller S129,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Kanchipuram Saris']","['Accessories', 'Kitchenware', 'Clothing', 'Bakeware']",4.2,12.9,31.5,1161,7
660,S672,Seller S672,"Delhi, NCR","['Mysore Silk Sarees', 'Bajaj', 'Zebronics', 'boAt', 'Usha']",['Ethnic Wear'],4.2,22.5,45.3,4230,6
661,S936,Seller S936,"Mumbai, Maharashtra","['Zebronics', 'Flipkart (in-house)']","['Bakeware', 'Handicrafts']",4.6,15.6,44.7,3534,9
662,S501,Seller S501,"Bengaluru, Karnataka","['Zebronics', 'Manyavar', 'Flipkart (in-house)', 'Usha', 'Havells']","['Ethnic Wear', 'Accessories', 'Mobiles', 'Bakeware', 'Appliances']",4.6,7.0,32.5,1568,22
663,S845,Seller S845,"Bengaluru, Karnataka","['Usha', 'Mysore Silk Sarees', 'Bajaj']","['Electronics', 'Ethnic Wear']",4.9,13.5,42.8,3108,16
664,S601,Seller S601,"Srinagar, J&K","['Pigeon', 'Lava Mobiles', 'Zebronics', 'Havells']",['Home Decor'],4.1,6.9,45.0,2792,20
665,S544,Seller S544,"Chennai, Tamil Nadu","['Zebronics', 'Lava Mobiles', 'Usha', 'Pigeon']","['Electronics', 'Home Decor', 'Kitchenware', 'Appliances']",4.4,19.5,15.7,1837,23
666,S744,Seller S744,"Mumbai, Maharashtra","['Zebronics', 'Flipkart (in-house)', 'Mysore Silk Sarees', 'Lava Mobiles', 'Prestige', 'Bajaj']",['Handicrafts'],4.4,24.0,11.1,1688,1
667,S161,Seller S161,"Delhi, NCR","['Usha', 'Havells', 'Mysore Silk Sarees']","['Home Decor', 'Appliances', 'Bakeware']",4.4,11.1,12.2,2597,10
668,S718,Seller S718,"Srinagar, J&K","['Lava Mobiles', 'Flipkart (in-house)', 'Havells', 'Usha']","['Bakeware', 'Handicrafts', 'Appliances']",4.9,16.0,26.1,4589,13
669,S582,Seller S582,"Chennai, Tamil Nadu","['Manyavar', 'Lava Mobiles', 'Prestige', 'Flipkart (in-house)', 'Zebronics', 'Mysore Silk Sarees']","['Appliances', 'Mobiles']",4.6,21.0,19.3,1232,10
670,S140,Seller S140,"Delhi, NCR","['Mysore Silk Sarees', 'Pigeon', 'boAt', 'Manyavar', 'Havells']","['Kitchenware', 'Mobiles', 'Clothing', 'Accessories']",4.4,9.8,42.4,1072,16
671,S444,Seller S444,"Bengaluru, Karnataka","['Zebronics', 'Kanchipuram Saris']","['Home Decor', 'Electronics', 'Appliances', 'Kitchenware']",4.8,8.7,10.4,4860,18
672,S115,Seller S115,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Kanchipuram Saris', 'Bajaj']","['Ethnic Wear', 'Home Decor', 'Appliances', 'Handicrafts', 'Bakeware']",5.0,14.9,11.1,3120,6
673,S218,Seller S218,"Bengaluru, Karnataka",['Kanchipuram Saris'],"['Ethnic Wear', 'Bakeware']",4.0,7.9,41.4,4725,7
674,S256,Seller S256,"Srinagar, J&K","['Prestige', 'Mysore Silk Sarees', 'boAt']","['Electronics', 'Handicrafts', 'Appliances']",4.2,19.2,18.1,2770,16
675,S524,Seller S524,"Delhi, NCR","['Havells', 'Kanchipuram Saris', 'Pigeon', 'Flipkart (in-house)']","['Accessories', 'Handicrafts', 'Mobiles', 'Appliances', 'Ethnic Wear']",4.6,7.5,12.1,4208,11
676,S435,Seller S435,"Mumbai, Maharashtra","['Pigeon', 'boAt', 'Flipkart (in-house)', 'Mysore Silk Sarees', 'Havells', 'Usha']","['Electronics', 'Appliances', 'Kitchenware', 'Handicrafts', 'Bakeware']",4.8,6.2,30.0,3825,15
677,S329,Seller S329,"Srinagar, J&K","['Kanchipuram Saris', 'Bajaj', 'Usha', 'Havells', 'Pigeon', 'Zebronics']",['Appliances'],4.1,5.5,38.7,4527,5
678,S973,Seller S973,"Delhi, NCR","['Flipkart (in-house)', 'Mysore Silk Sarees', 'Usha', 'Havells']","['Handicrafts', 'Electronics', 'Accessories', 'Mobiles']",4.3,15.1,9.4,1160,4
679,S457,Seller S457,"Delhi, NCR","['boAt', 'Usha']","['Accessories', 'Kitchenware', 'Ethnic Wear', 'Clothing', 'Bakeware']",4.3,7.6,34.5,1182,19
680,S205,Seller S205,"Chennai, Tamil Nadu","['Manyavar', 'Zebronics', 'Kanchipuram Saris', 'Flipkart (in-house)', 'Lava Mobiles', 'Mysore Silk Sarees']","['Mobiles', 'Electronics', 'Clothing']",4.1,14.3,15.2,1887,3
681,S205,Seller S205,"Srinagar, J&K",['Usha'],"['Clothing', 'Ethnic Wear', 'Handicrafts', 'Appliances', 'Electronics']",5.0,11.9,45.0,3333,1
682,S478,Seller S478,"Bengaluru, Karnataka","['Prestige', 'boAt']",['Appliances'],4.4,6.5,14.9,2384,22
683,S784,Seller S784,"Mumbai, Maharashtra",['Manyavar'],"['Kitchenware', 'Appliances', 'Handicrafts', 'Bakeware', 'Mobiles']",4.6,20.5,31.9,2877,18
684,S487,Seller S487,"Srinagar, J&K","['Usha', 'Kanchipuram Saris', 'Pigeon', 'Flipkart (in-house)']","['Clothing', 'Accessories', 'Bakeware', 'Kitchenware', 'Mobiles']",4.4,22.7,17.8,3457,23
685,S467,Seller S467,"Srinagar, J&K","['Kanchipuram Saris', 'Pigeon', 'Usha', 'Manyavar', 'Flipkart (in-house)']","['Appliances', 'Clothing', 'Ethnic Wear', 'Bakeware', 'Electronics']",4.1,10.3,38.5,1747,2
686,S590,Seller S590,"Mumbai, Maharashtra","['Havells', 'Lava Mobiles', 'boAt', 'Usha', 'Pigeon']","['Ethnic Wear', 'Bakeware', 'Handicrafts']",4.2,23.8,5.7,1454,13
687,S294,Seller S294,"Bengaluru, Karnataka","['boAt', 'Manyavar']","['Bakeware', 'Handicrafts', 'Electronics']",5.0,2.8,7.6,4822,12
688,S989,Seller S989,"Mumbai, Maharashtra",['Zebronics'],['Accessories'],4.1,21.5,5.4,3877,2
689,S848,Seller S848,"Mumbai, Maharashtra",['Mysore Silk Sarees'],"['Clothing', 'Ethnic Wear', 'Accessories']",4.1,3.1,10.7,2745,9
690,S676,Seller S676,"Delhi, NCR","['Prestige', 'Bajaj', 'Zebronics', 'Usha', 'Manyavar', 'Mysore Silk Sarees']",['Mobiles'],4.8,21.4,6.9,3833,13
691,S104,Seller S104,"Delhi, NCR","['Prestige', 'boAt', 'Zebronics', 'Mysore Silk Sarees', 'Usha']","['Clothing', 'Ethnic Wear', 'Mobiles', 'Home Decor', 'Kitchenware']",4.7,21.9,27.7,1762,21
692,S450,Seller S450,"Bengaluru, Karnataka","['Zebronics', 'Usha', 'Lava Mobiles']","['Electronics', 'Home Decor', 'Ethnic Wear', 'Bakeware', 'Handicrafts']",4.0,15.8,38.2,3558,11
693,S134,Seller S134,"Srinagar, J&K","['Manyavar', 'Prestige', 'Mysore Silk Sarees', 'Pigeon', 'Bajaj', 'Zebronics']",['Electronics'],4.3,5.4,19.5,4104,24
694,S921,Seller S921,"Mumbai, Maharashtra","['Lava Mobiles', 'Manyavar']","['Handicrafts', 'Home Decor', 'Electronics']",4.6,22.4,7.1,3278,23
695,S502,Seller S502,"Mumbai, Maharashtra",['Flipkart (in-house)'],['Appliances'],4.6,12.8,31.8,3688,16
696,S526,Seller S526,"Srinagar, J&K",['Bajaj'],"['Bakeware', 'Mobiles']",4.7,11.2,29.5,2303,11
697,S599,Seller S599,"Chennai, Tamil Nadu",['Havells'],"['Mobiles', 'Clothing', 'Home Decor', 'Bakeware', 'Electronics']",4.2,19.9,22.2,3581,7
698,S251,Seller S251,"Delhi, NCR","['Mysore Silk Sarees', 'Prestige', 'Usha', 'Bajaj', 'Havells', 'Flipkart (in-house)']","['Handicrafts', 'Kitchenware']",4.7,13.4,18.5,3279,19
699,S479,Seller S479,"Srinagar, J&K","['Usha', 'Flipkart (in-house)', 'Pigeon', 'Lava Mobiles', 'Havells', 'Manyavar']","['Handicrafts', 'Ethnic Wear', 'Mobiles', 'Appliances', 'Electronics']",4.8,5.1,45.6,3886,5
700,S469,Seller S469,"Chennai, Tamil Nadu",['Prestige'],"['Appliances', 'Handicrafts']",4.6,10.8,40.0,3938,17
701,S635,Seller S635,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Prestige', 'Lava Mobiles', 'Zebronics']","['Mobiles', 'Home Decor', 'Kitchenware', 'Appliances']",4.6,17.1,1.8,4717,11
702,S891,Seller S891,"Mumbai, Maharashtra","['Prestige', 'boAt', 'Havells', 'Flipkart (in-house)', 'Zebronics']","['Kitchenware', 'Ethnic Wear', 'Home Decor']",4.4,16.7,43.4,2738,10
703,S684,Seller S684,"Bengaluru, Karnataka","['Zebronics', 'Mysore Silk Sarees', 'Usha', 'Bajaj', 'Kanchipuram Saris', 'Prestige']","['Ethnic Wear', 'Kitchenware', 'Mobiles', 'Appliances']",4.7,10.8,34.5,1739,19
704,S220,Seller S220,"Bengaluru, Karnataka",['Usha'],['Electronics'],4.9,22.3,2.9,3135,13
705,S643,Seller S643,"Chennai, Tamil Nadu","['Havells', 'boAt', 'Mysore Silk Sarees']","['Clothing', 'Appliances']",4.8,10.0,45.5,2342,5
706,S409,Seller S409,"Srinagar, J&K",['Pigeon'],"['Clothing', 'Home Decor', 'Mobiles']",4.2,20.5,44.7,3468,8
707,S946,Seller S946,"Srinagar, J&K","['Mysore Silk Sarees', 'boAt', 'Usha', 'Lava Mobiles']","['Clothing', 'Ethnic Wear']",4.2,2.5,18.0,2135,13
708,S317,Seller S317,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Usha', 'Havells']","['Mobiles', 'Accessories']",4.1,14.2,29.4,3720,11
709,S772,Seller S772,"Chennai, Tamil Nadu","['Zebronics', 'Mysore Silk Sarees']","['Bakeware', 'Ethnic Wear', 'Appliances', 'Kitchenware', 'Handicrafts']",4.5,19.0,14.5,4255,9
710,S505,Seller S505,"Bengaluru, Karnataka","['boAt', 'Bajaj']","['Kitchenware', 'Home Decor', 'Bakeware']",4.9,22.6,32.8,2626,3
711,S381,Seller S381,"Delhi, NCR",['Mysore Silk Sarees'],"['Appliances', 'Handicrafts']",5.0,10.3,27.6,1933,9
712,S858,Seller S858,"Mumbai, Maharashtra",['Manyavar'],"['Home Decor', 'Accessories', 'Ethnic Wear']",4.1,12.9,19.2,1439,2
713,S212,Seller S212,"Chennai, Tamil Nadu","['Prestige', 'Mysore Silk Sarees', 'Pigeon', 'Flipkart (in-house)']","['Appliances', 'Home Decor', 'Mobiles', 'Ethnic Wear', 'Accessories']",5.0,10.9,34.8,1713,11
714,S190,Seller S190,"Mumbai, Maharashtra","['Lava Mobiles', 'Manyavar', 'boAt', 'Zebronics', 'Havells', 'Flipkart (in-house)']",['Clothing'],4.5,2.4,44.0,1094,15
715,S236,Seller S236,"Srinagar, J&K","['Bajaj', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Usha', 'Lava Mobiles', 'Prestige']","['Ethnic Wear', 'Mobiles', 'Accessories', 'Bakeware', 'Handicrafts']",4.8,4.1,41.7,3134,19
716,S129,Seller S129,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Havells']",['Accessories'],4.0,21.2,2.7,1115,6
717,S647,Seller S647,"Delhi, NCR","['boAt', 'Prestige', 'Flipkart (in-house)']",['Clothing'],4.8,11.6,25.2,4413,2
718,S997,Seller S997,"Mumbai, Maharashtra","['Manyavar', 'Kanchipuram Saris', 'Lava Mobiles', 'Zebronics', 'Flipkart (in-house)', 'Mysore Silk Sarees']","['Kitchenware', 'Bakeware']",4.7,23.0,45.8,4569,20
